location_key,province_code,province_name,commune_code,commune_name,latitude,longitude,region,climate_zone
53,01,Thành phố Hà Nội,00382,Xã Kim Anh,21.2954733,105.7737938,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
54,01,Thành phố Hà Nội,00385,Xã Trung Giã,21.3314675,105.8324511,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
55,01,Thành phố Hà Nội,00430,Xã Đa Phúc,21.2472380,105.9129756,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
56,01,Thành phố Hà Nội,00433,Xã Nội Bài,21.2359298,105.7734367,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
57,01,Thành phố Hà Nội,00454,Xã Đông Anh,21.1104815,105.8757685,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
58,01,Thành phố Hà Nội,00466,Xã Phúc Thịnh,21.1587267,105.8087258,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
59,01,Thành phố Hà Nội,00475,Xã Thư Lâm,21.1625428,105.8844077,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
60,01,Thành phố Hà Nội,00493,Xã Thiên Lộc,21.1258664,105.7606770,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
61,01,Thành phố Hà Nội,00508,Xã Vĩnh Thanh,21.1034963,105.8175451,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
62,01,Thành phố Hà Nội,00541,Xã Phù Đổng,21.0790743,105.9324504,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
63,01,Thành phố Hà Nội,00562,Xã Thuận An,21.0328461,105.9821275,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
64,01,Thành phố Hà Nội,00565,Xã Gia Lâm,21.0023910,105.9515672,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
65,01,Thành phố Hà Nội,00577,Xã Bát Tràng,20.9685527,105.9075268,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
34,01,Thành phố Hà Nội,00592,Phường Từ Liêm,21.0216402,105.7671293,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
35,01,Thành phố Hà Nội,00598,Phường Thượng Cát,21.0870218,105.7488577,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
36,01,Thành phố Hà Nội,00602,Phường Đông Ngạc,21.0896952,105.7853269,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
37,01,Thành phố Hà Nội,00611,Phường Xuân Đỉnh,21.0668425,105.7960227,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
38,01,Thành phố Hà Nội,00613,Phường Tây Tựu,21.0674851,105.7316058,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
39,01,Thành phố Hà Nội,00619,Phường Phú Diễn,21.0482672,105.7635616,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
40,01,Thành phố Hà Nội,00622,Phường Xuân Phương,21.0312368,105.7479104,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
41,01,Thành phố Hà Nội,00634,Phường Tây Mỗ,21.0002596,105.7482306,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
42,01,Thành phố Hà Nội,00637,Phường Đại Mỗ,20.9931168,105.7768258,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
66,01,Thành phố Hà Nội,00640,Xã Thanh Trì,20.9395485,105.8613378,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
43,01,Thành phố Hà Nội,00643,Phường Thanh Liệt,20.9704857,105.8023692,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
67,01,Thành phố Hà Nội,00664,Xã Đại Thanh,20.9343343,105.8190047,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
68,01,Thành phố Hà Nội,00679,Xã Ngọc Hồi,20.9128431,105.8337875,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
69,01,Thành phố Hà Nội,00685,Xã Nam Phù,20.9191327,105.8864588,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
70,01,Thành phố Hà Nội,04930,Xã Yên Xuân,20.9739465,105.4788546,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
71,01,Thành phố Hà Nội,08974,Xã Quang Minh,21.1988786,105.7528702,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
72,01,Thành phố Hà Nội,08980,Xã Yên Lãng,21.1709072,105.6641008,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
73,01,Thành phố Hà Nội,08995,Xã Tiến Thắng,21.2077839,105.6852390,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
74,01,Thành phố Hà Nội,09022,Xã Mê Linh,21.1472274,105.7346206,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
44,01,Thành phố Hà Nội,09552,Phường Kiến Hưng,20.9509503,105.7853025,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
45,01,Thành phố Hà Nội,09556,Phường Hà Đông,20.9744367,105.7788461,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
46,01,Thành phố Hà Nội,09562,Phường Yên Nghĩa,20.9499151,105.7372532,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
47,01,Thành phố Hà Nội,09568,Phường Phú Lương,20.9384472,105.7718521,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
48,01,Thành phố Hà Nội,09574,Phường Sơn Tây,21.1427003,105.4869248,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
49,01,Thành phố Hà Nội,09604,Phường Tùng Thiện,21.1224604,105.4586831,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
75,01,Thành phố Hà Nội,09616,Xã Đoài Phương,21.0639642,105.4949079,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
76,01,Thành phố Hà Nội,09619,Xã Quảng Oai,21.1781628,105.4304611,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
77,01,Thành phố Hà Nội,09634,Xã Cổ Đô,21.2843846,105.3739517,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
78,01,Thành phố Hà Nội,09661,Xã Minh Châu,21.0021636,105.7490656,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
79,01,Thành phố Hà Nội,09664,Xã Vật Lại,21.2114276,105.3795100,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
80,01,Thành phố Hà Nội,09676,Xã Bất Bạt,21.1613704,105.3313683,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
81,01,Thành phố Hà Nội,09694,Xã Suối Hai,21.1243133,105.3762730,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
82,01,Thành phố Hà Nội,09700,Xã Ba Vì,21.0728675,105.3534680,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
83,01,Thành phố Hà Nội,09706,Xã Yên Bài,21.0439319,105.4317144,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
84,01,Thành phố Hà Nội,09715,Xã Phúc Thọ,21.1075020,105.5460615,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
85,01,Thành phố Hà Nội,09739,Xã Phúc Lộc,21.1493417,105.5720271,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
86,01,Thành phố Hà Nội,09772,Xã Hát Môn,21.0888568,105.6200290,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
87,01,Thành phố Hà Nội,09784,Xã Đan Phượng,21.0944654,105.6685506,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
88,01,Thành phố Hà Nội,09787,Xã Liên Minh,21.1303488,105.6510505,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
89,01,Thành phố Hà Nội,09817,Xã Ô Diên,21.1057078,105.7102051,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
90,01,Thành phố Hà Nội,09832,Xã Hoài Đức,21.0630487,105.7061118,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
91,01,Thành phố Hà Nội,09856,Xã Dương Hòa,21.0489321,105.6711972,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
92,01,Thành phố Hà Nội,09871,Xã Sơn Đồng,21.0269650,105.7085827,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
93,01,Thành phố Hà Nội,09877,Xã An Khánh,20.9833286,105.7083908,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
50,01,Thành phố Hà Nội,09886,Phường Dương Nội,20.9795394,105.7503041,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
94,01,Thành phố Hà Nội,09895,Xã Quốc Oai,21.0082475,105.6472365,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
95,01,Thành phố Hà Nội,09910,Xã Kiều Phú,20.9733027,105.6021605,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
96,01,Thành phố Hà Nội,09931,Xã Hưng Đạo,20.9697279,105.6578173,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
97,01,Thành phố Hà Nội,09952,Xã Phú Cát,20.9492243,105.5565077,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
98,01,Thành phố Hà Nội,09955,Xã Thạch Thất,21.0666388,105.5617779,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
99,01,Thành phố Hà Nội,09982,Xã Hạ Bằng,21.0161116,105.5711475,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
100,01,Thành phố Hà Nội,09988,Xã Hòa Lạc,21.0135176,105.5067601,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
101,01,Thành phố Hà Nội,10003,Xã Tây Phương,21.0403672,105.6115528,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
51,01,Thành phố Hà Nội,10015,Phường Chương Mỹ,20.9260756,105.7025720,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
102,01,Thành phố Hà Nội,10030,Xã Phú Nghĩa,20.9182618,105.6394102,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
103,01,Thành phố Hà Nội,10045,Xã Xuân Mai,20.8612469,105.6024741,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
104,01,Thành phố Hà Nội,10072,Xã Quảng Bị,20.8712133,105.6992986,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
105,01,Thành phố Hà Nội,10081,Xã Trần Phú,20.8369999,105.6627406,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
106,01,Thành phố Hà Nội,10096,Xã Hòa Phú,20.8322158,105.7250837,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
107,01,Thành phố Hà Nội,10114,Xã Thanh Oai,20.8440838,105.7677486,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
108,01,Thành phố Hà Nội,10126,Xã Bình Minh,20.9038999,105.7575205,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
109,01,Thành phố Hà Nội,10144,Xã Tam Hưng,20.8786211,105.7934311,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
110,01,Thành phố Hà Nội,10180,Xã Dân Hòa,20.8105226,105.7945126,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
111,01,Thành phố Hà Nội,10183,Xã Thường Tín,21.0021636,105.7490656,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
112,01,Thành phố Hà Nội,10210,Xã Hồng Vân,20.8797354,105.8981732,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
113,01,Thành phố Hà Nội,10231,Xã Thượng Phúc,20.8290987,105.8481119,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
114,01,Thành phố Hà Nội,10237,Xã Chương Dương,20.8353914,105.8982681,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
115,01,Thành phố Hà Nội,10273,Xã Phú Xuyên,20.7633442,105.9226694,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
116,01,Thành phố Hà Nội,10279,Xã Phượng Dực,20.7718688,105.8420646,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
117,01,Thành phố Hà Nội,10330,Xã Chuyên Mỹ,20.7154958,105.8812018,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
118,01,Thành phố Hà Nội,10342,Xã Đại Xuyên,20.6971907,105.9533171,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
119,01,Thành phố Hà Nội,10354,Xã Vân Đình,20.7361980,105.7750362,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
120,01,Thành phố Hà Nội,10369,Xã Ứng Thiên,20.7731976,105.7707792,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
121,01,Thành phố Hà Nội,10402,Xã Ứng Hòa,20.6924103,105.8404686,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
122,01,Thành phố Hà Nội,10417,Xã Hòa Xá,20.6673126,105.7997374,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
123,01,Thành phố Hà Nội,10441,Xã Mỹ Đức,20.6539269,105.6973661,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
124,01,Thành phố Hà Nội,10459,Xã Phúc Sơn,20.7811635,105.6838330,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
125,01,Thành phố Hà Nội,10465,Xã Hồng Sơn,20.7158534,105.7140549,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
126,01,Thành phố Hà Nội,10489,Xã Hương Sơn,20.6199994,105.7524160,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
127,04,Cao Bằng,01273,Phường Thục Phán,22.6760592,106.2016172,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
128,04,Cao Bằng,01279,Phường Nùng Trí Cao,22.6883295,106.2492935,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
129,04,Cao Bằng,01288,Phường Tân Giang,22.6220853,106.2681307,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
130,04,Cao Bằng,01290,Xã Bảo Lâm,22.8324753,105.5467292,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
131,04,Cao Bằng,01294,Xã Lý Bôn,22.9383572,105.5502397,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
132,04,Cao Bằng,01297,Xã Nam Quang,22.9196120,105.4293496,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
133,04,Cao Bằng,01304,Xã Quảng Lâm,22.8556976,105.3812869,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
134,04,Cao Bằng,01318,Xã Yên Thổ,22.7327482,105.5451691,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
135,04,Cao Bằng,01321,Xã Bảo Lạc,22.9508080,105.6810931,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
136,04,Cao Bằng,01324,Xã Cốc Pàng,23.0426670,105.5814661,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
137,04,Cao Bằng,01327,Xã Cô Ba,22.9999599,105.7151258,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
138,04,Cao Bằng,01336,Xã Khánh Xuân,22.9327741,105.7571613,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
139,04,Cao Bằng,01339,Xã Xuân Trường,22.8948933,105.8161294,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
140,04,Cao Bằng,01351,Xã Hưng Đạo,22.8387702,105.6763368,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
141,04,Cao Bằng,01354,Xã Huy Giáp,22.7961127,105.7795023,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
142,04,Cao Bằng,01360,Xã Sơn Lộ,22.7412397,105.6572954,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
143,04,Cao Bằng,01363,Xã Thông Nông,22.7818371,105.9824058,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
144,04,Cao Bằng,01366,Xã Cần Yên,22.8842957,105.9233017,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
145,04,Cao Bằng,01387,Xã Thanh Long,22.7615997,105.9430650,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
146,04,Cao Bằng,01392,Xã Trường Hà,22.9035930,106.0281703,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
147,04,Cao Bằng,01393,Xã Lũng Nặm,22.9354163,106.0956320,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
148,04,Cao Bằng,01414,Xã Tổng Cọt,22.9443355,106.1846667,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
149,04,Cao Bằng,01438,Xã Hà Quảng,22.8560086,106.1689611,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
150,04,Cao Bằng,01447,Xã Trà Lĩnh,22.8290846,106.3236752,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
151,04,Cao Bằng,01456,Xã Quang Hán,22.8295108,106.2635288,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
152,04,Cao Bằng,01465,Xã Quang Trung,22.8387519,106.3906641,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
153,04,Cao Bằng,01477,Xã Trùng Khánh,22.8365009,106.5261200,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
154,04,Cao Bằng,01489,Xã Đình Phong,22.8967160,106.5680354,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
155,04,Cao Bằng,01501,Xã Đàm Thủy,22.8344444,106.6506617,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
156,04,Cao Bằng,01525,Xã Đoài Dương,22.7614708,106.5119951,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
157,04,Cao Bằng,01537,Xã Lý Quốc,22.7937052,106.7581339,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
158,04,Cao Bằng,01552,Xã Quang Long,22.7352889,106.6929483,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
159,04,Cao Bằng,01558,Xã Hạ Lang,22.6501477,106.7126298,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
160,04,Cao Bằng,01561,Xã Vinh Quý,22.6808890,106.6206915,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
161,04,Cao Bằng,01576,Xã Quảng Uyên,22.6932913,106.4428819,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
162,04,Cao Bằng,01594,Xã Độc Lập,22.7106157,106.4981287,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
163,04,Cao Bằng,01618,Xã Hạnh Phúc,22.6249411,106.4199112,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
164,04,Cao Bằng,01636,Xã Bế Văn Đàn,22.6069063,106.5492166,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
165,04,Cao Bằng,01648,Xã Phục Hòa,22.5297908,106.5381281,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
166,04,Cao Bằng,01654,Xã Hòa An,22.7463898,106.1869236,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
167,04,Cao Bằng,01660,Xã Nam Tuấn,22.7843380,106.1116731,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
168,04,Cao Bằng,01699,Xã Nguyễn Huệ,22.6999563,106.2991359,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
169,04,Cao Bằng,01708,Xã Bạch Đằng,22.5967405,106.1638663,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
170,04,Cao Bằng,01726,Xã Nguyên Bình,22.6502017,105.9599369,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
171,04,Cao Bằng,01729,Xã Tĩnh Túc,22.6494932,105.8892682,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
172,04,Cao Bằng,01738,Xã Ca Thành,22.7261196,105.8339308,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
173,04,Cao Bằng,01747,Xã Minh Tâm,22.6991933,106.0853736,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
174,04,Cao Bằng,01768,Xã Phan Thanh,22.6163424,105.8388018,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
175,04,Cao Bằng,01774,Xã Tam Kim,22.6064270,106.0179879,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
176,04,Cao Bằng,01777,Xã Thành Công,22.5400455,105.8711249,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
177,04,Cao Bằng,01786,Xã Đông Khê,22.4295110,106.4316812,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
178,04,Cao Bằng,01789,Xã Canh Tân,22.5153046,106.2708007,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
179,04,Cao Bằng,01792,Xã Kim Đồng,22.5406595,106.3436658,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
180,04,Cao Bằng,01795,Xã Minh Khai,22.4833109,106.1760132,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
181,04,Cao Bằng,01807,Xã Thạch An,22.5066481,106.4210269,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
182,04,Cao Bằng,01822,Xã Đức Long,22.4436778,106.5047212,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
183,08,Tuyên Quang,00691,Phường Hà Giang 2,22.8304057,104.9889649,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
184,08,Tuyên Quang,00694,Phường Hà Giang 1,22.4542681,105.0849943,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
190,08,Tuyên Quang,00700,Xã Ngọc Đường,22.8453186,105.0231608,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
191,08,Tuyên Quang,00706,Xã Phú Linh,22.7518840,105.0204134,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
192,08,Tuyên Quang,00715,Xã Lũng Cú,23.3611108,105.3184370,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
193,08,Tuyên Quang,00721,Xã Đồng Văn,23.2782975,105.3615214,Bắc Bộ,Nhiệt đới gió mùa có mùa đông lạnh
